CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,10,-,-,-,"2,284.50",-,"1,050","1,811.25","2,558.40",300,"22,900.00",300,93.25,101.95,150,3.60,94.00,18.58,266,8,"1,697",
,9,-,-,-,"2,257.20",-,"1,650","1,691.10",-,-,"22,950.00",300,55.10,201.20,150,-,113.00,-,-,-,22,
,432,-22,61,-,"2,070.00",-81.65,150,"2,045.05","2,081.80",225,"23,000.00",75,107.20,107.45,450,3.50,107.45,18.66,"4,771",488,"14,973",
,11,-,-,-,"2,168.95",-,"1,800","1,592.95",-,-,"23,050.00",75,103.00,113.95,75,-3.00,108.00,18.37,3,2,23,
,9,-,-,-,"2,108.50",-,"1,650","1,661.80","2,369.25",450,"23,100.00",300,77.10,117.35,300,4.65,113.75,18.33,371,176,"1,441",
,14,-,-,-,"2,065.20",-10.80,"1,725","1,511.95",-,-,"23,150.00",150,86.05,250.65,150,-,133.00,-,-,-,14,
,9,-,-,-,"1,950.00",-,"1,200","1,397.70","2,256.85","1,200","23,200.00",300,119.70,127.05,375,9.70,128.10,18.35,740,333,"1,885",
,9,-,-,-,"1,978.70",-,"1,200","1,237.80",-,-,"23,250.00",900,77.95,275.70,900,-33.35,131.65,18.17,4,-2,21,
,9,-,-,-,"1,851.05",-,"1,050","1,505.25","2,157.95","1,200","23,300.00",75,131.45,140.50,150,5.20,137.35,18.09,234,144,"1,679",
,9,-,-,-,"1,893.50",-,"1,650","1,333.75",-,-,"23,350.00",900,96.60,294.70,900,-,129.05,-,-,-,14,
,8,-,-,-,"1,851.70",-,"1,200","1,087.80","2,115.15","1,425","23,400.00",900,39.20,168.65,"1,125",9.45,152.85,18.05,264,156,"1,684",
,8,-,-,-,"1,704.25",-,"1,200","1,037.80",-,-,"23,450.00",150,48.70,164.70,150,-27.30,155.00,17.79,4,4,23,
,634,-11,47,7.75,"1,650.75",-49.55,150,"1,619.50","1,651.65",75,"23,500.00",75,167.30,168.60,300,5.70,168.60,17.98,"4,662","1,407","7,686",
,3,-,-,-,"1,673.00",-,"1,800","1,157.20","1,923.05","1,575","23,550.00",375,57.85,181.35,375,-29.55,173.90,17.82,45,28,47,
,10,-,-,-,"1,629.70",-,"1,200","1,066.15","1,605.80",300,"23,600.00",600,177.25,198.10,600,9.30,182.65,17.79,403,152,693,
,9,-,-,-,"1,645.35",-,"1,800","1,069.20","1,825.60","1,575","23,650.00",900,70.00,196.80,150,-27.80,195.00,17.88,1,-,17,
,9,-,-,-,"1,544.05",-0.80,"1,200","1,315.60","1,619.05",600,"23,700.00",150,186.30,206.40,300,9.30,198.00,17.61,359,113,480,
,7,-,-,-,"1,558.55",-,"1,650","1,004.30","1,737.70","1,275","23,750.00",600,189.30,211.90,75,-4.30,215.55,17.85,1,1,65,
,16,-,-,-,"1,400.00",-,975,"1,123.55","1,429.50",600,"23,800.00",600,211.05,226.65,600,9.90,218.20,17.56,503,104,596,
,11,-,-,-,"1,424.80",-,"1,800",915.20,-,-,"23,850.00",900,94.00,488.40,900,-,257.40,-,-,-,73,
,10,-,-,-,"1,307.00",-,300,"1,097.80","1,418.30",150,"23,900.00",600,221.20,254.35,600,12.15,239.85,17.50,141,66,355,
,5,-,2,12.42,"1,312.15",-35.65,75,"1,048.05",-,-,"23,950.00",900,107.80,536.35,900,-,284.35,-,-,-,45,
,"2,386",91,390,11.34,"1,245.00",-62.90,75,"1,232.00","1,251.45",75,"24,000.00",75,262.75,266.70,75,15.10,266.65,17.55,"6,400","1,569","9,700",
,11,-,2,12.01,"1,220.85",-51.70,"1,800",980.30,-,-,"24,050.00",750,252.30,297.15,75,11.65,270.70,17.26,3,-1,26,
,49,-,-,-,"1,256.70",-,300,970.65,"1,207.35",300,"24,100.00",150,276.55,295.60,150,17.70,286.30,17.32,230,22,315,
,15,-,-,-,"1,198.65",-,-,-,"1,291.80",900,"24,150.00",900,277.65,320.10,900,-,284.05,-,-,-,43,
,36,5,28,12.21,"1,109.00",-35.55,75,"1,062.50","1,111.35",75,"24,200.00",150,302.30,315.00,300,16.55,314.05,17.29,389,101,395,
,6,-1,2,14.69,"1,149.80",-25.05,-,-,"1,303.40",75,"24,250.00",900,110.80,343.90,150,-1.80,310.35,-,-,-,45,
,21,2,2,12.59,"1,046.05",16.05,300,910.35,"1,050.30",75,"24,300.00",150,330.95,351.75,75,10.70,340.65,17.18,340,83,358,
,11,-,-,-,"1,113.40",-,"1,800",773.10,"1,140.70",900,"24,350.00",900,338.50,385.20,"1,800",-,338.80,-,-,-,50,
,35,-4,17,12.44,969.20,-47.50,300,787.90,986.00,300,"24,400.00",75,369.50,382.00,150,12.40,368.60,17.05,317,5,368,
,8,-,-,-,980.40,-,"1,800",711.60,"1,071.80","1,425","24,450.00",900,368.60,411.30,450,5.05,379.25,-,-,-,40,
,"2,227",56,665,12.36,896.65,-57.70,150,888.00,903.90,150,"24,500.00",150,406.05,408.95,75,19.30,405.70,17.12,"3,259",193,"7,459",
,14,-,-,-,900.00,-,"1,200",680.05,894.20,300,"24,550.00",900,400.15,444.10,150,-,401.50,-,-,-,86,
,375,169,351,12.59,838.40,-54.10,375,813.45,840.00,75,"24,600.00",75,435.00,461.20,75,20.50,439.95,17.05,362,210,583,
,13,-,-,-,804.40,-,75,765.50,840.45,300,"24,650.00",900,438.10,469.50,75,-5.70,454.20,16.92,11,2,15,
,604,150,355,12.56,773.55,-54.65,75,760.00,780.95,150,"24,700.00",900,461.60,482.00,150,22.80,480.00,17.08,285,60,644,
,47,2,8,12.99,759.20,-8.80,75,735.00,754.90,75,"24,750.00",300,473.15,518.65,300,7.50,498.00,17.02,14,3,30,
,"1,137",207,791,12.60,714.00,-55.05,75,711.00,714.00,75,"24,800.00",375,507.50,530.00,75,26.20,520.00,17.05,890,240,"1,002",
,61,33,60,12.61,685.05,-57.85,300,523.40,701.65,150,"24,850.00",525,525.15,570.30,525,24.50,539.85,17.01,77,-33,59,
,524,55,272,12.71,660.65,-54.80,75,650.00,668.95,150,"24,900.00",300,548.15,570.00,75,29.25,560.25,16.97,229,41,585,
,43,14,44,12.76,635.00,-42.50,150,613.70,"1,048.95",300,"24,950.00",150,288.80,618.75,150,-4.35,586.65,17.07,2,-,43,
,"18,510","2,335","5,826",12.57,600.00,-53.80,150,600.00,605.00,75,"25,000.00",75,608.10,608.45,75,31.90,608.15,17.03,"6,531","2,611","17,387",
,47,-9,9,12.82,584.00,-52.00,300,558.75,589.45,300,"25,050.00",300,605.20,674.70,300,19.45,622.00,16.79,3,-,36,
,543,12,386,12.67,552.30,-55.50,75,539.55,564.30,525,"25,100.00",75,652.00,678.15,300,29.85,650.00,16.89,283,95,510,
,6,-3,10,12.79,532.25,-11.55,525,502.40,548.75,300,"25,150.00",75,641.85,715.70,150,34.35,676.30,16.93,4,-1,50,
,671,26,280,12.84,510.25,-41.20,75,502.30,515.75,300,"25,200.00",75,693.50,722.00,300,26.20,702.30,16.95,255,56,585,
,12,-,-,-,530.00,-,150,459.65,856.30,150,"25,250.00","1,800",522.40,891.50,900,-,691.80,-,-,-,16,
,417,32,273,12.80,463.00,-41.45,"1,425",438.95,486.05,525,"25,300.00",75,733.00,775.00,75,28.70,747.05,16.76,119,18,267,
,13,-,-,-,481.65,-0.20,900,47.25,467.60,"2,700","25,350.00",75,385.15,982.50,"1,200",-1.85,745.60,-,-,-,112,
,217,49,213,12.82,420.65,-42.80,75,400.00,443.70,900,"25,400.00",75,786.80,895.80,150,-17.85,802.15,16.78,131,-15,67,
,23,-1,3,12.65,393.50,-23.55,150,375.60,423.00,150,"25,450.00",75,615.95,"1,392.40",900,-,797.15,-,-,-,8,
,"4,570",291,"2,244",12.55,370.00,-44.80,75,364.75,384.25,75,"25,500.00",150,864.65,880.00,75,34.95,863.05,16.88,900,-13,"3,811",
,15,11,44,12.86,363.05,-23.45,150,336.35,388.60,900,"25,550.00",75,683.40,"1,107.90",900,-,888.70,-,-,-,41,
,130,69,190,12.75,340.65,-38.10,75,333.00,347.20,150,"25,600.00",150,916.65,957.65,150,-13.50,926.50,17.00,201,169,186,
,9,-,-,-,357.50,-,900,25.55,627.15,900,"25,650.00",-,-,-,-,0.20,919.15,-,-,-,9,
,223,89,385,12.76,306.50,-28.55,75,301.10,336.35,600,"25,700.00",150,978.30,"1,058.95",150,46.05,989.55,17.06,143,30,50,
,16,1,1,13.02,300.00,-15.45,900,21.30,299.15,150,"25,750.00",-,-,-,-,40.75,"1,015.00",16.91,1,-,14,
,484,224,694,12.68,271.35,-28.95,75,261.85,276.45,75,"25,800.00",75,"1,041.40","1,114.80",75,-20.80,"1,054.20",17.11,21,5,73,
,36,-,-,-,286.35,-0.15,900,21.25,526.45,900,"25,850.00",-,-,-,-,-96.40,"1,027.75",15.57,2,-1,17,
,162,32,159,12.76,245.30,-25.75,75,235.05,259.35,300,"25,900.00",75,"1,096.55","1,200.40",75,11.10,"1,089.55",16.33,4,-2,19,
,32,-,-,-,255.55,-0.05,150,31.10,293.25,900,"25,950.00",-,-,-,-,0.05,"1,196.25",-,-,-,16,
,"9,962","1,357","6,504",12.61,213.00,-26.35,75,212.05,214.00,75,"26,000.00",300,"1,195.15","1,208.20",225,47.70,"1,195.00",17.35,374,11,"3,875",
,50,1,6,12.77,206.00,-58.00,900,55.35,574.40,600,"26,050.00","1,800",840.95,-,-,-41.85,"1,225.00",17.24,1,-,14,
,189,80,187,12.73,192.65,-20.50,75,181.20,423.00,75,"26,100.00","1,275","1,048.25",-,-,-43.70,"1,260.00",17.26,1,-,14,
,17,1,3,12.89,186.55,-16.55,900,27.70,239.40,150,"26,150.00","1,800",928.25,-,-,-,"1,276.40",-,-,-,14,
,673,50,593,12.68,169.05,-19.70,375,160.25,171.65,150,"26,200.00",975,"1,116.05","1,601.70","1,050",-,"1,307.25",-,-,-,18,
,23,23,39,12.60,156.10,-162.65,300,39.15,493.90,900,"26,250.00","1,800",994.25,-,-,-,"1,337.30",-,-,-,7,
,-,-,-,-,-,-,150,32.50,477.35,150,"26,300.00","1,800","1,038.95","1,449.00",75,39.50,"1,415.00",17.62,1,1,10,
,-,-,-,-,-,-,900,32.25,459.40,150,"26,350.00","1,800","1,083.65",-,-,-,"1,414.70",-,-,-,7,
,227,97,254,12.34,121.45,-23.25,525,121.80,131.40,75,"26,400.00","1,800","1,234.40","1,851.70",525,-0.35,"1,448.70",-,-,-,14,
,-,-,-,-,-,-,900,101.05,348.20,900,"26,450.00","1,800","1,143.35",-,-,-,"1,487.90",-,-,-,7,
,"5,104",613,"5,835",12.51,110.00,-16.35,"1,650",110.00,112.00,75,"26,500.00",75,"1,568.90","1,601.45",75,65.10,"1,564.60",17.65,44,9,320,
,-,-,-,-,-,-,900,79.25,296.85,900,"26,550.00","1,800","1,260.10",-,-,-,"1,566.35",-,-,-,13,
,290,69,181,12.47,94.95,-12.90,600,90.65,98.00,75,"26,600.00","1,200","1,358.70","1,984.75",825,-,"1,606.20",-,-,-,10,
,97,-5,51,12.59,91.20,-17.00,150,76.10,102.95,150,"26,650.00",225,"1,349.15","2,061.25",600,-,"1,564.15",-,-,-,8,
,-,-,-,-,-,-,150,40.05,112.00,300,"26,700.00","1,500","1,392.45",-,-,-,"1,687.05",-,-,-,8,
,36,36,169,12.44,75.90,-144.20,75,73.40,197.75,900,"26,750.00","1,800","1,490.90",-,-,-,"1,728.55",-,-,-,5,
,"2,061",881,"2,471",12.46,70.90,-10.90,75,69.70,70.90,75,"26,800.00","1,050","1,537.75","2,231.70",375,-,"1,850.00",19.37,1,1,24,
